OBJECTID,C_PRINT,Parcelnum,Address_1,Address_2,Zipcode,Property_C,Municipali,Garabage_D,Updated,Shape__Area,Shape__Length
9216,49.-1-1.13,1.13,0,Kenyonville Road,14411,105,Town of Gaines,Tuesday,September 2023,1429213.98706055,5479.63234580665
9217,51.-1-15,15,14672,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,14513.498046875,516.592071775555
9218,49.-1-8.21,8.21,0,Kenyonville Road,14411,322,Town of Gaines,Tuesday,September 2023,2360888.40612793,8108.34585640403
9219,49.-1-9,9,13113,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,3377584.90661621,10706.487731768
9220,52.-1-26,26,15534,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,181501.438232422,1940.95286432552
9221,51.-1-16.2,16.2,14680,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,38410.2668457031,795.483390820141
9222,49.-1-11,11,13165,Ridge Road,14411,312,Town of Gaines,Tuesday,September 2023,4421715.9276123,11191.2613030309
9223,40.-3-24.1,24.1,14613,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,15675.1519775391,517.913787096643
9224,49.-1-13.111,13.111,13231,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,3160540.52429199,11058.7839858751
9225,49.-1-13.12,13.12,0,Ridge Road,14411,105,Town of Gaines,Tuesday,September 2023,2127978.97009277,6316.05548869058
9226,50.-1-33,33,2640,Gaines Waterport Road,14411,210,Town of Gaines,Tuesday,September 2023,193764.501831055,2001.54449551775
9227,49.-1-15.3,15.3,0,Ridge Road,14411,105,Town of Gaines,Tuesday,September 2023,2668240.98291016,8051.01632191757
9228,49.-1-16.111,16.111,13353,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,1113174.44165039,5650.23480106041
9229,49.-1-18.111,18.111,2644,Eagle Harbor Waterport Road,14411,241,Town of Gaines,Tuesday,September 2023,7964631.07897949,15508.9526580885
9230,40.-3-23.121,23.121,14619,Ridge Road,14411,270,Town of Gaines,Tuesday,September 2023,30391.1157226563,715.972616694271
9231,50.-1-1.211,1.211,2641,Eagle Harbor Waterport Road,14411,240,Town of Gaines,Tuesday,September 2023,741501.936645508,3494.37680226592
9232,50.-1-3,3,13521,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,3460158.50964355,11085.5838575125
9233,50.-1-4.11,4.11,13565,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,101990.909301758,1620.74493040199
9234,50.-1-6.1,6.1,13623,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,2853947.29040527,10272.0819107506
9235,50.-1-7.12,7.12,13659,Ridge Road,14411,240,Town of Gaines,Tuesday,September 2023,2820452.9197998,9541.93619011223
9236,50.-1-36.512,36.512,2661,Gaines Waterport Road,14411,210,Town of Gaines,Tuesday,September 2023,151804.687988281,2227.91939147779
9237,40.-3-23.2,23.2,14627,Ridge Road,14411,210,Town of Gaines,Tuesday,September 2023,29957.0275878906,714.147071473069
